,0,1,2,3,4,5,6,7,label
0,1.530847229833608,3.6247599836460895,3.5047895689639965,-2.7613163644249825,-0.7304240310936905,-2.6895854513653625,-0.9241908080343758,0.9343587346000701,Class0
1,-0.5308598836532028,4.627067126748453,3.245992162087153,-1.9940323531054744,0.8455359340389219,-3.7133453040076287,-2.1496429357548488,-0.12114171826600717,Class0
2,-0.3701047310082608,5.34907109331858,4.590854340936609,-2.1974353398206308,-1.2770979448017816,-2.687031506984006,-3.490294911937058,-1.2580882603029881,Class0
3,1.892569410983526,2.836667887876721,3.1708450238307315,-3.297329381920559,0.18734904106635164,-3.2456600411613845,-0.24461614323928849,-0.6339309968959064,Class0
4,1.5316208132733369,2.1692580876739873,2.6177613735572143,-4.187108473352327,-0.40210936236452444,-5.867055227193214,1.2723997851017252,3.090696741498971,Class0
5,0.4874898004870458,4.244127845333732,3.6724988037685673,-4.068652410894101,-1.12817113889522,-3.4248612927246023,-1.3786881414993182,0.005302184628276696,Class0
6,2.131299748995052,1.7126564439539873,4.735860118283425,-5.769695641469431,-3.1707444575837105,-4.204232411630071,-0.024347403246964383,1.069991739588815,Class0
7,1.932692519579048,3.0360947525254067,4.3030518890156975,-3.625817804810218,-3.2347691359057382,-3.4003887750520794,-0.08146251863373943,1.3696246760408433,Class0
8,1.0912617037558385,4.206923682266197,5.159971805581887,-1.976990164517821,-1.8842503182067478,-1.4218252544205612,-2.1630706098860273,0.13742158709085217,Class0
9,0.11263414439195119,4.412782499038671,4.920509874206848,-3.0403332658937763,-2.2446605266804935,-1.6206759494631047,-3.40296853927751,0.15273937846521812,Class0
10,3.678118925966203,2.46409888696179,2.59041609518459,-3.1884406139647505,-0.12393865391701753,-2.9675393151879494,0.2379625268431127,1.9064698612316555,Class0
11,-0.8979489995368668,5.706144642261905,5.104228798962537,-3.0076407934800833,-1.361888112248518,-3.2540607076004133,-2.9003840080752576,1.4898374749377377,Class0
12,2.8670351440390576,3.1103410215894653,3.870068167068231,-2.95193418110637,-0.9769107343594581,-3.6416420562817606,-1.0527744295000507,1.3928969856069826,Class0
13,0.6059481784613779,5.103942011483894,3.956958130240942,-3.532239102799144,-0.43993358299797236,-4.427442127230707,-1.1129142715941207,-0.04979273568428222,Class0
14,1.0217485996967088,2.963205113245674,4.588208312395776,-4.511498086179852,-1.073278222071972,-3.411969835385359,-1.2305092641119326,-1.0396018036761523,Class0
15,0.07519656613954884,5.191102815381984,3.162529566817444,-1.136022609211234,0.3762461343106427,-1.2974907175292167,-2.953415376963564,-0.6276984259066236,Class0
16,2.2352128215709017,3.6036603743454214,4.750559384318471,-2.8688784018266875,-1.2098829256874832,-1.7233113115648426,-1.1756917094603374,0.5972088214714764,Class0
17,1.7760570366235615,4.046612869136801,2.755425463827164,-3.1042779190888963,-0.23176078994449112,-3.9820816132482584,-1.1190847072017505,0.16854105903000483,Class0
18,1.7443548878447086,3.3267184444210107,4.806258730839517,-4.157907932457694,-0.9655662973308217,-4.84288398939831,-0.6308597825788766,1.0961053215436731,Class0
19,2.2070311642224407,3.900119113075176,5.311354768162506,-4.2332512568428555,-1.751143563234498,-3.542315253143683,-1.1313554250663183,1.2264329022749925,Class0
20,0.9649743293457423,3.7259728354021773,4.269779735840402,-3.5284863000934337,-1.3403327576483384,-3.8047712629344344,-1.3895702351193093,0.5670011947835996,Class0
21,1.369438489276133,3.1291592090234155,1.5870155874164973,-2.9152425757644957,0.36663532513359565,-2.8251201853019308,-1.6694054246733498,-0.5399244936536558,Class0
22,1.2909366577014543,2.4791555645278067,3.3250178389029927,-4.520453244076653,-1.6610363911075778,-3.3818095493809808,-1.0673458603543666,0.35378277511800205,Class0
23,-0.2732513867955626,4.86327260358188,5.046083338525835,-3.6509247106882077,-1.2605169255559594,-2.45025455421799,-1.924621444580665,1.0658716270238513,Class0
24,0.6499445861242832,3.951840816183351,4.742503105614016,-5.008630428376597,-2.0936201441489244,-4.171241411235549,-0.5475238871906327,0.8191695428282899,Class0
25,1.5081999034092364,3.573330480128074,3.6230140111587668,-2.8962481072165875,-0.6470569487192471,-4.115549930898607,0.4815262972024128,2.508928271380167,Class0
26,-0.32622568944574204,3.251808486567095,3.7761081244545087,-4.3911341109211115,-0.7370608877272073,-3.125292332632787,-2.789162509112974,-1.6940711343792711,Class0
27,1.9962212183340182,4.881713460075908,4.732033787932796,-2.6715435773262124,-2.317082610659572,-2.312808908279476,-1.4791143849143982,1.551635254973849,Class0
28,1.620091601941097,2.3836215495990642,2.8868217102029328,-4.176098777211482,-1.1671780356094223,-3.5981583823446512,0.4079429542514732,0.3324887139898134,Class0
29,0.4246954626801205,4.009889314132454,2.9311639802994542,-3.347674846924901,-0.4757105207274417,-3.0397013519729152,-1.5606284429690986,-0.45078311317835196,Class0
30,2.7405398662051788,2.947513152747772,1.860482674538896,-4.186341445434992,-0.6265477565574423,-4.126546947001686,-0.4777487222576251,1.8533729563142536,Class0
31,2.3838459894626456,3.682503609341722,4.986427230942923,-3.7943141406348966,-1.3932855931730925,-4.734158926361434,-0.6664438302165389,2.134980965662634,Class0
32,1.9807008389790957,2.2381051866818114,2.7803694410495075,-4.044401349239134,-0.8134530583539895,-3.6859353366014793,-0.09222619201591009,0.3401585194846505,Class0
33,2.6103543319845395,2.5172155617802012,2.8663200449166326,-3.814454373608099,-0.20541274947555,-4.278941607423922,-0.34450663914331925,0.5755586057208005,Class0
34,3.311164304314036,3.0806640170048016,2.8571114960791073,-3.5181756169500544,0.20760069796696978,-4.873987761961099,-0.3841956435569839,1.8165959182445195,Class0
35,2.283206128100602,2.959697298235991,2.5147824577672315,-3.3685831925381975,1.0780785634882764,-3.350131960633196,-0.433265261174654,0.29014738687094255,Class0
36,0.7428753819710008,3.7123490562360812,3.40532015662406,-2.533253809563072,-0.7155878270104821,-1.9105703790726423,-1.650332848698385,-1.0709322844661662,Class0
37,0.7656077770133115,3.093133294932948,2.165065609280144,-3.5999677509450185,-0.4635348066630406,-3.5664262994247404,-0.7968054694905097,-0.46714709918767827,Class0
38,0.8321339561894837,4.1937356754036115,4.984413361115221,-3.4243105343725335,-0.6187880918499882,-3.2241392598369187,-1.5001396033138557,0.7845593463530616,Class0
39,0.7145708886520156,3.9873120961644317,3.826707292330586,-4.170357759992288,-0.7746922492014787,-5.066724050022591,-1.0645098109293478,-0.06375318206795855,Class0
40,0.6746583517503767,4.45921701540317,4.6048268300660595,-2.513950955152416,-2.2889590313860126,-1.4645049287359426,-2.9219483529290464,0.30858432658186274,Class0
41,3.356355357200999,1.9486550296694776,4.368146640906267,-4.828682563872976,-1.9268594010450801,-4.124450885517495,0.04415072619155924,1.8080588947347864,Class0
42,1.8700594515207887,3.4208385007258078,3.1726661660209112,-3.1358257232201963,-0.9150645137920719,-4.538846494614961,-0.3036430064667982,2.3736443824254794,Class0
43,1.6595790697026642,4.14805391569541,3.283875129351393,-3.764715070479417,-0.45913358255958525,-4.340366850236807,-0.5926138210320309,1.3221577749694347,Class0
44,0.9446929211504768,3.7388137039076237,4.116369591824256,-2.9520926260944957,-0.8146698774007557,-4.226521899898785,0.40776604573360387,2.154743036910255,Class0
45,1.6973371653743385,3.1869199798754444,3.7805333155678884,-4.218167323478644,-0.5782445571059402,-3.8147509098598653,0.7046968993479614,1.6537686978781028,Class0
46,2.9512417412907492,3.377790261512944,2.8457927086929256,-3.81227861368554,0.16045251647726055,-5.784790372188912,1.3372536841567937,1.9836835722386772,Class0
